tweet_id;tweet_text;label
1,38284E+18;#India at 216850  new cases of #coronavirus with 1183 deaths in the last 24 hours. #COVID19 #COVID #COVIDisAirborne #Covaxin #COVID?19 #COVID #COVIDIOTS #COVID19India #CoronavirusIndia #CoronaCurfew #Corona #worldometer #covishield https://t.co/TnusX1UkHJ;neutral
1,36887E+18;"@RachelNotley @GovCanHealth @CPHO_Canada

Congrats to the amazing scientists who created #coronavirus #vaccines to end the #pandemic.?????

#science #scientists #Pfizer #Moderna #AstraZeneca #Janssen #cdnpoli https://t.co/ZiunBgnVcP";positive
1,382E+18;"#Covishield vs #Covaxin vs Moderna/Pfizer – Science Behind COVID-19 Vaccines and Careers in #VaccineResearch
 https://t.co/qkg9lRGEZZ

@im_sandipan @PavanSomwanshi1 @Sanjibchat @BiomedicalZone @IAmBiotech @FierceBiotech @ScienceNatty @teamstoodnt";neutral
1,3829E+18;"ETHealthworld | Haffkine Institute gets nod to produce Covaxin

#Covaxin #CovidVaccine #HaffkineInstitute #BharatBiotech #production
https://t.co/10wgSIdlAo";neutral
1,38379E+18;@CBCAlerts EMBARRASSING Crimea Russia everything is open business as usual. Ontario reporting 4250 cases of #COVID19 1392 new cases in Toronto #lockdown Closed business, Church ,no family, No Hope #MentalHealth Canada get out of Syria #SputnikV 91.6% effective #Jesus https://t.co/jsi3umF2Xf;positive
1,37773E+18;Officially a #Moderna gay ?;neutral
1,38238E+18;"#BREAKING: #Serbia starts #SputnikV production!

RDIF &amp; Institute of Virology, Vaccines and Sera “Torlak” join forces to bring more Sputnik V vaccines to the world!  https://t.co/kpDxTz5D3l";positive
1,36745E+18;Good day yesterday! My 90 year old Dad got his second #Moderna shot!  Such a relief! https://t.co/bIf3ufJffY;positive
1,34705E+18;Got the #PfizerBioNTech vaccine !!;positive
1,38205E+18;Abusing #atmanirbhar Bharat as a political tool has now forced us to import vaccines, when in 2020 our great Government peddled this warped concept to stop approved foreign vaccines from being sold in India while promoting and exporting #covaxin before completing clinical trials https://t.co/brE9VugHjx;neutral
1,36735E+18;?It’s been about 10 hrs since I received the 2nd dose of #Moderna and I feel fine.  I'm off the next two days, then back to work on Saturday.?  #Hydrate #VitaminC #Rest #SelfCare #Mindfulness #WellBeing #DrinkWater #MyWhy #COVID19Vaccination #IGotMyShot https://t.co/4jIsPPmhdK;positive
1,38155E+18;@sanket #SputnikV  at 91% efficiency is far ahead of #Covishield and #Covaxin.;positive
1,38217E+18;One more to go #firstdosedone #Moderna thankful @SutterHealth @SCCgov;positive
1,38287E+18;I got the second dose of my #Moderna #vaccine yesterday and so far the only side effect has been (pretty bad but manageable) soreness in the injected arm.;neutral
1,37334E+18;"Just got  my 2nd #moderna shot. My mom &amp; grandma got #johnsonandjohnson &amp; #pfizer. We 3 have deathly allergies, but had zero #allergic or adverse reactions ! Don’t let allergies stop you from getting the #COVID19Vaccine";positive
1,3676E+18;Especially because we lack data on #johnsonandjohnson vaccine efficacy specifically against the #B117 variant which is fueling the current surge. There is precedent to granting EUA before final data from phase 3 is available as in #SputnikV and #Covaxin. @aslavitt46 @US_FDA;neutral
1,34989E+18;It happened!!!! #CovidVaccine  #PfizerBioNTech #IGotMyVaccineAtUHN  #UHN https://t.co/QrwNYiixEv;positive
1,38245E+18;Got my first dose of the Moderna vaccine. I’m not sure it’s working - Jeff Bezos hasn’t sent in my check. Is this thing on?? #sarcasm #getvaccinated #moderna #COVID19Vaccine;neutral
1,38317E+18;"TRICARE’s #GotYour6! The safety of you and your family are our top priority. On April 19, #Pfizer and #Moderna vaccine appointments will be open to all who are eligible and authorized to receive a vaccine at @DeptofDefense sites. Visit: https://t.co/yCGgjJcCUu
 #COVIDVaccine https://t.co/MQZHM42xeT";neutral
1,38189E+18;"Russia's Covid vaccine Sputnik V has been cleared for emergency use by the Drugs Controller General of India.
#SputnikV #COVID19 #Russia #India #Emergency #EmergencyMedicine https://t.co/agrcdBKaRk";neutral
1,38408E+18;"@catcheronthesly Let us change the goal post. So now this is between you and me and not related to CONG or MMS

Yes, like COVAXIN, they should have given emergency approval to #SputnikV and maybe others and should have allowed people to pay and get #vaccinated with #vaccine of their choice";positive
1,38158E+18;"#SputnikV gets approval within 2 days of @RahulGandhi's suggestion of fast tracking approval of other vaccines as per norms!

After mocking @RahulGandhi, Modi govt does exactly what he suggested.

Resignation Prasad should apologise and resign now!";neutral
1,37448E+18;Just got my first vaccine!! #Moderna Mahalo to @HawaiiDOH for running such a smooth clinic in Kona! #CovidVaccine;positive
1,37497E+18;"#Sinovac vaccine for 22 provinces
 @BangkokPostNews #Thailand
https://t.co/EdsZwBHLad";neutral
1,35945E+18;#MediaFocus #Hungary is set to receive its first shipment of the Chinese coronavirus jab #Sinopharm by the end of the month, Dailymail reported. #vaccine #China https://t.co/oTrNSeVX9U;neutral
1,33918E+18;"Starting today, a new chapter begins at my hospital @MaimonidesMC filled with hopes to end dark COVID times &amp; joy of celebrating life.
#CovidVaccine #PfizerBioNTech #mrnavaccine #COVIDends";positive
1,38155E+18;"DCGI will decide on the SEC recommendation for #SputnikV
Dr Reddy's, which has collaborated with Russia's sovereign fund RDIF, conducted the bridge trial for Sputnik V and has applied for emergency use. If approved by DCGI, this will be the third vaccine to be available in India https://t.co/Tgfba3hdMu";neutral
1,38381E+18;"Researchers said the risk of cerebral venous thrombosis from the #Covid was approximately:
?10 times higher compared to messenger RNA vaccines.
?8 times higher compared to the #oxfordastrazeneca vaccine";positive
1,36753E+18;"Well this should decide the first country to send left-over UK #oxfordastrazeneca  + other vaccines to.  Our good friends in #Australia.
Allies. 5 eyes. Family ties. https://t.co/zKBxhVLDjq";neutral
1,38214E+18;Just got my second #Moderna #COVID19 shot. It was empty Thursday opens to everyone. Go #GetVaccinated #CovidVaccine #COVID19Vaccination It’s everybody’s turn now. https://t.co/seGfT6Kuos;positive
1,38389E+18;This guy just got his first dose of the Moderna vaccine today! I am now halfway closer to getting back to Lawrence! #moderna #SleeveUpJoCo;neutral
1,38299E+18;"Anti-#covid19 update:

??India becomes 6??0??th country to authorise use of @sputnikvaccine;
?India set to produce 5??0?? mln doses of ??#vaccine per month by summer;
??Serbia starts #SputnikV production.

#StaySafe #StopCovid19 https://t.co/xSqMYT2eqj";neutral
1,38432E+18;@LINDAINLIGHT @normanswan #AstraZenica has substantially lower efficacy than #Pfizer or #Moderna While blood clot deaths are rare, there have been some across all age groups vaccinated, including those aged 55+;neutral
1,37136E+18;The AstraZeneca vaccine causing blood clots?! What such nonsense! ? My mother had her shot of it two weeks ago and only got a headache and fatigue after it, and is now right as rein! ? #CovidVaccine #oxfordastrazeneca;positive
1,37499E+18;Global #COVID19 cases have surpassed 124 million, with over 2.7 million deaths. The #US remains the worst-hit nation, its cases have topped 30 million. #Zimbabwean President Emmerson Mnangagwa has received his first shot of China’s #Sinovac vaccine. https://t.co/ZxngT88ryj;neutral
1,38292E+18;"Modi Government go ahead in production of #Covaxin to #Maharashtra Govt
It's #BharatBiotech vaccine now said company too can produce but this also will take time";neutral
1,37665E+18;"...and in other news, just got my first dose of the Modern COVID-19 vaccination. Tiny needle, didn't feel a thing, and I'm feeling absolutely fine afterwards.

Take *that*, you evil little bastard.

#Moderna #COVID19Vaccine";positive
1,37862E+18;"The govt was pushed to corner to ban the Russian #SputnikV vaccine in KE &amp; only accept the UK #AstraZenaca little did they know the master will issue threats against KE. We should allow all vaccines to be sold in KE &amp; end the colonial monopoly of UK. #KenyaVsUK Nanyuki Kibaki";neutral
1,37291E+18;First dose in affect !!! ??#Moderna #COVID19Vaccine https://t.co/WbhekeZe9P;positive
1,36544E+18;"FWIW: I’ll go with the 2- shots of either #Pfizer or #Moderna. J&amp;J isn’t as effective with one shot. Better efficacy is worth having to go through two rounds of shots. #COVID19Vaccine";neutral
1,35851E+18;Got my first jab ?yesterday and joined the 12 million that have had theirs. Amazing organisation at local GP. #covid_19 #vaccine #vaccination #astrazeneca #oxfordastrazeneca https://t.co/RhuIl8XPTT;positive
1,37192E+18;Got my first Moderna shot yesterday! Ask me how it went! #moderna #vaccine;neutral
1,37039E+18;#COVID19 #vaccine access protest yesterday outside #Moderna in Kendall Square https://t.co/vX6JDakasU;neutral
1,37734E+18;"I bet he would love the ""worst case scenario""... and #PfizerBioNTech too... https://t.co/cX6zghBzSq";neutral
1,37358E+18;".@AAICLAS_in team under guidance of @KekuGazder &amp; in close coordination &amp; support of @MoCA_GoI has been working relentlessly towards #vaccinedelivery since Jan 13 as #DCGI gave emergency use authorization to #Covishield &amp; #Covaxin
Tune in tmrw @ 2PM CET for an ITW with Mr. Gazder https://t.co/HpsznWlw0g";neutral
1,36966E+18;"#GoodMorning Tweeps!
I woke up feeling very well AGAIN this morning! I’m beginning to wonder if the #Moderna vaccine also fights #LongCovid symptoms. I still have them, and I absolutely crash around 4pm, but something is going on..

I also woke up with  ??Fanta??in my head ? https://t.co/xtvox6E5hO";neutral
1,37323E+18;"Pakistan is using #Sinopharm . This is the process
After 1st dose, person has to wait for 21 days to get 2nd dose. After 2nd dose, wait 14 days for vaccine to make antibodies

PERSON CAN GET #COVID  EVEN AFTER VACCINATION. VACCINATION DOES NOT MEAN  YOU WILL  NOT GET #coronavirus";neutral
1,36627E+18;Heartiest congratulations Sir, you always lead from front and yes you have taken the vaccine when your turn actually came. You did not take advantage of your position and took vaccine earlier or out of turn. ? #Covaxin #AatmanirbharBharat #IndiaFightsCorona https://t.co/YTAbqkFYTA;neutral
1,37942E+18;"#AmericaFirst, no matter if people in 3rd world countries die from #Covid19 and its mutations like flies, because #Moderna and #JohnsonandJohnson remain only in the #USA.
Nothing has changed. https://t.co/FiHtZ6GHXX";neutral
1,37377E+18;@GuidoFawkes perhaps a trial run for the new Ranger Regt, Tier 2, to recover about 15 million doses of #OxfordAstraZeneca ?;neutral
1,37719E+18;"#US and #Germany lead R&amp;D funding...

#Covid #AstraZeneca #Pfizer #Moderna #UK

https://t.co/HtWjPBA73F";neutral
1,37E+18;Russia to restrict @Twitter over failure to remove banned content. @RollsRoyce reports £4bn loss as pandemic shakes jet-engine maker. Spain's Zendal may produce #SputnikV vaccine. Big Tech's battle to fight pandemic misinformation in the #EU isn't enough. https://t.co/S7o0KsUwkf;neutral
1,38185E+18;"#India has approved the use of the Russian #SputnikV  #COVID-19 vaccine, the Russian Direct Investment Fund (RDIF) said on Monday
#COVID19 #CovidVaccine
#OmanObserver #Oman

https://t.co/V298Qu794m";positive
1,36736E+18;"@OmarChughtai any update on Sputnik?
#coronavirus #CoronavirusVaccine #SputnikV";neutral
1,38185E+18;#India gets 3rd #COVID19 vaccine as DCGI today approved #SputnikV vaccine for emergency use, making it the third COVID-19 vaccine to be registered in India. https://t.co/80uJOhd633;positive
1,38239E+18;I got my first #Moderna shot today! https://t.co/3FsTTUYs9s;positive
1,36641E+18;Two days and a few Tylenol later I am feeling much better today.  #Moderna;neutral
1,38344E+18;Just got my first dose of the #Moderna vaccine!;positive
1,37065E+18;"For my nostalgic lebanese bros, remember this old lebanese TV ad  #ChouBattaritak ?This will get you singing all day long? ??https://t.co/uHCjuoKTke
#SinOvac #RayOvac https://t.co/QVdSBsRg3v https://t.co/UkMPN5y62J";neutral
1,37181E+18;"India's defense budget is 100 billion $ while Pakistan's budget is 11 billion $. If your enemy is stronger than you, you will teach children that weapons and missiles are useless. Let's kill the enemy with a slingshot?
Think wisely. Everything will happen if you exist.#Sinopharm";neutral
1,36701E+18;"Answers r 1. Not fake
2. Not fake.
3. Fake
Lootttttoooooooo
play now!
https://t.co/0cDDPxBVbR
#myntra, #BigCityGreens , #Covaxin , #FAUG , #pubgmobileindia ,
# flipkart, #paytmholi, #paytmkaro https://t.co/TUfsuJhtlr";neutral
1,37374E+18;Guess who got vaccinated!? #Moderna shot 1 out of 2! #VaccinesSaveLives #CovidVaccine https://t.co/XquFx612dz;positive
1,36625E+18;"India gears up for Jab;  India Today's @journoashutosh shares this ground report from #Gurugram on how the drive is taking place.
#ITVideo #CoronaVaccines #Covaxin #Covishield https://t.co/O7szZtltT5";neutral
1,34752E+18;"#PfizerBioNTech, Moderna and AstraZeneca #vaccines could be rolled out early next year. We asked experts to explain the key differences, and which could be the first to reach low-income countries"" @TRF_Stories.

Do also recommend - https://t.co/NjfaEUFHM6

https://t.co/8eX7cX3EEB";neutral
1,36474E+18;"@AnitaOakville PM @JustinTrudeau confirms he will exceed his promise of 2M Moderna doses for the 1st Quarter.

Updated vaccine Deliveries: #Moderna
Week March 8th - 460k Moderna
Week of March 22nd - 840K Moderna

#Cdnpoli
https://t.co/NrYNuRYlvd";neutral
1,35128E+18;"i am now a 5G Enabled bobcat

beep boop

#PfizerBioNTech";neutral
1,3618E+18;"@FinancialTimes not so sure b/c ... ?

...DARPA funding development of implantable biochip...The chip is able to deploy experimental new #vaccine , developed jointly by #Moderna and U.S gov’t, that could change human DNA ?

able to “reprogram” mRNA aka “messenger ribonucleic acid”

strange ?";neutral
1,37324E+18;@Koachkelly68 @parkrunUK Same here. Had mine this morning with the #OxfordAstraZeneca jab. Apart from a very slightly sore arm, I'm feeling fine.;neutral
1,37107E+18;@MayoClinic I was sick for days after 2nd shot of #Moderna shot. Fever body aches headaches ? whole body sore?;neutral
1,37648E+18;"#China on Saturday reported having administered more than 100 million doses of the #COVID19 vaccine so far across the country

Read more??https://t.co/6R60dfkFqY

#vaccine #Sinovac #Sinopharm https://t.co/TfxoOchSb9";neutral
1,36624E+18;PM Modi Gets #Coronavirus Vaccine As Second Phase of Inoculation Begins In India | HW English #AIIMS #Covaxin #Featured #PMModi https://t.co/7NHWeWEZb6;neutral
1,3759E+18;Who is eating alone today because Doug Ford and Trudeau Toronto Ontario Canada forced you to stay home #lockdown no family, no business, no church, no hope, no life #MentalHealth Order Russia #SputnikV Get out of Syria #COVID19 #spring #healthcare https://t.co/qSFuXZqD3c https://t.co/vDbUoYPqSr;neutral
1,38481E+18;My mom finally got her 2nd dose of #Sinopharm vaccine. Her vaccination process is complete. She'll quarantine for another 2 weeks to develop life-time antibodies. No side effects so far! Get yourself vaccinated! Follow #SOPs Thank you #China #CovidVaccine #Covid_19 #Pakistan;positive
1,34813E+18;Buckle up buttercup, the second #PfizerBioNTech dose is a bear! My misgivings about very mild side effects with the first dose have now been alleviated! Sure beats the real thing, though... #COVID19 @VUMChealth;positive
1,36714E+18;The @ottawacitizen, the voice of the US hedge fund - has mentioned #SputnikV, but like the rest of the Canadian media has never asked Trudeau why Canada will NOT order safe, cheap, and effective #SputnikV. https://t.co/8HThDp7wg3;positive
1,37402E+18;"@pakned43 @BBhuttoZardari He is in the opposition and raise the issue! His voice is heard, for a sindh they are also importing #SputnikV and Chinese vaccine which will be given free.
If you have a better idea plz speak.";neutral
1,35008E+18;LOOK WHAT I GOT #PfizerBioNTech  #CovidVaccine #socialresponsibility #spaceballs https://t.co/ceHOKdcwJ7;positive
1,37901E+18;"Parents took the second dose of #Covaxin today. Smooth process. Turnaround time of 2 hours.

Can’t thank the healthcare professionals enough ?? https://t.co/k7wiR7H10O";positive
1,34888E+18;"A simple video comparing the 3 #covid vaccines currently available in the UK. The three Covid-19 vaccines are from Pfizer-BioNTech, the Uni of Oxford &amp; Astra-Zeneca and Moderna.

#COVIDVaccination #CovidVaccine #PfizerBioNTech #OxfordAstrazeneca #Moderna

https://t.co/1yOg2PiQjH";neutral
1,37189E+18;"24 hrs after 2nd #Moderna shot and I feel good. 2 hrs after shot I was fatigued with a little brain fog. No cough, fever or chills. Woke up today feeling ok. Arm sore with small skin rash/reaction around injection. Slight headache &amp; brain fog off/on.  All in all, I’m good. #vax https://t.co/LnQnqMeejA";neutral
1,37385E+18;"@DixieBootsnwine Their plan all along #Gates #Eugenics
#WorldEconomicForum #KlausSchwab #CDC #NIH #NIAID #Fauci #BigPharma
#Moderna #COVID19 #COVID?19 #COVID19Vaccine";neutral
1,38272E+18;"ALL CALIFORNIANS 16+ ARE ELIGIBLE FOR THE COVID-19 VACCINE FROM APRIL 15, 2021. How and Where to Get Vaccinated(Part 2):
#vaccine #covid_19 #covidvacccine #covid19 #coronaviruspandemic #coronavirus #pfizer #moderna #johnsonandjohnson #GetVaccinated https://t.co/veH8TMxDEk";neutral
1,36476E+18;Incredibly grateful to @YVFWC Miramar Health Clinic Pasco for prioritizing educators, despite state denial of need. The waiting room felt like a district-wide PLC. ???? #edchat #pln #COVID19 #Moderna #notthrowingawaymyshot https://t.co/lIq3fe0LXS;positive
1,38329E+18;"BIO-VACCINES: From the current production of 1 crore doses/month, the #Covaxin vaccine capacity will be doubled by May-June 2021 &amp; then increased nearly 6-7 fold up to 6-7 crore vaccine doses by July – August 2021.

More:  https://t.co/4w5JIx5PyU via @BioVoiceNews @BharatBiotech";neutral
1,35923E+18;"Left the house in this 8° weather and crazy slick roads and got stuck!
(....In the arm. With my second #Moderna vaccine.) #vaccine https://t.co/gBK12n0LkL";neutral
1,38004E+18;#Covaxin Generally medicine used to cure illness, first time its being used to get vote, no names here;neutral
1,3806E+18;? Vaccine tracker Covid-19: Share of Injection by region and Moderna in Italy ??, up-to-date #vaccini #Moderna #COVID19 https://t.co/zbNKmB0DnX;neutral
1,37277E+18;"Wealth Morning Mar.19th,2021
??Headline

#Pakistan received a #Chinese donation of 500,000 doses of #Sinopharm #vaccine, bringing the country's total supply to 1 million shots, Health Minister Faisal Sultan said.
https://t.co/DFmmFJxBOo
https://t.co/rFtvgRLkMA";neutral
1,3809E+18;@JohnTory EMBARRASSING Moscow Russia everything is open business as usual. Ontario Canada reporting 3813 cases of #COVID19 973 new cases in Toronto #lockdown Closed business, Church ,no family, No Hope #MentalHealth Canada get out of Syria #SputnikV 91.6% effective https://t.co/6AEPCVbmHL;positive
1,37851E+18;"2nd covid vaccine done
#covidvaccination2021
#covidvaccineday
#moderna
#2ndDose https://t.co/77SFEjxrHy";neutral
1,35956E+18;"Russia’s coronavirus death toll rises to 78,134 #Russia #Moscow #CoronaVac #SputnikV
https://t.co/LtLIAW2A9g https://t.co/WOv06aLd0z";neutral
1,38189E+18;"#BREAKING
BIG VACCINE UPDATE
After approving #SputnikV,  more foreign vaccines are lively to be given emergency use authorization in India.Govt is looking to expand basket of vaccines in order to ramp up the #VaccinationDrive
(1/n)
#vaccineshortage #VaccinateEveryIndian";neutral
1,38089E+18;Ok, so feeling the arm soreness today but not too bad.  Still feel more tired than normal and dealing with nasal issues but just think that’s due to allergies more than anything.  So all in all not too awful but noticeable.  Hoping the second one is easier. #moderna;neutral
1,35829E+18;@TheLancet article hugely boosted #SputnikV @sputnikvaccine vaccine image in the EU. We are already witnessing a race not only to procure it when approved by EMA but to produce it as well. #Germany #Austria #Slovakia all have shown interest in domestically producing it. #Russia;neutral
1,37209E+18;"@MailOnline ""Moderna starts COVID-19 vaccine trials on six-month-old babies""

2017 TED Talk by the CMO of #Moderna Therapeutics Tal Zaks on ""Rewriting the Genetic Code"" mRNA injections and ""hacking the software of life""

https://t.co/YgtQtxLdR7";neutral
1,37725E+18;"You have more side effects from refined oils, alcohol &amp; smoke than a vaccine but nobody questions the side effects of them.. Got vaccinated #covaxin yesterday.. slight fatigue &amp; pain just like we would get after any vaccine.. if you are eligible,go ahead @ICMRDELHI https://t.co/PRqt7APyMD";positive
1,36271E+18;Got my second #Moderna vaccine yesterday.  Feeling like I got run over by a truck today. ?? However, I'm so #grateful! #worthit #fullyvaccinated #thankful;positive
1,37772E+18;"If we call it the #FauciOuchie, surely anyone who gets Moderna has the right to call it the Dolly Dose. And wear a bandaid covered in rhinestones

#dollysose #moderna #dontthrowawayyourshot https://t.co/VzSDhPQuH9";neutral
1,38279E+18;@CP24 While Canada is forced to stay at home home #lockdown no family, no business, no school, drug abuse, violence, unemployment, no hope, no life, our government denies us the safe and available Russia Sputnik V #vaccine #COVID19 #mentalhealth #Jesus #SputnikV https://t.co/ti9WSHnRY4;positive
1,37329E+18;"Happy to say I received my first dose of the #moderna vaccine!

4 months to go for the second ?

#COVID19 #vaccinated https://t.co/MYiDMGyuLJ";positive
1,38198E+18;Ok, if you got sick after your second injection, when did it happen? #Moderna #phizer #JabToBeatCorona #vaccine;neutral
1,3603E+18;India supplies 23 million Covid-19 vaccines to 20 countries | Indiablooms - First Portal on Digital News Management https://t.co/TFs6RGaWoR #CoronavirusVaccine , #Covid19,  #Covaxin, #AstraZeneca, #CovishieldVaccine;neutral
1,35889E+18;@fordnation Doug Ford and Trudeau will not ask Russia to produce  #SputnikV vaccine 91.6% effective against #COVID19 in Ontario Canada, extend draconian #lockdown to destroy Family Business Church Life school Forcing stay at home  #mentalhealth https://t.co/Pvf1Nxr8SJ;positive
1,37207E+18;? ? got the vaccine for three fiddy if anyone wants ? #Moderna #COVID19 https://t.co/8w9q15NExz;neutral
1,34055E+18;"#Watch: Nurse Faints After Getting Pfizer-BioNTech’s Covid-19 Vaccine In US

#Pfizervaccine #PfizerBioNTech #COVID19 #coronavirus #vaccine #India #VaccinesWork https://t.co/1GmCMdMEvV";negative
1,35343E+18;Got my first dose of the #PfizerBioNTech #COVID19 #CoronavirusVaccine yesterday ? Side effects over the last 24 hours have been slightly achy arm. Antibody test the day before showed I had zero anti-SARS2-COV antibodies. Let’s see how many I have in a few weeks...;positive
1,36573E+18;Dr. Daniel Chirundu said took the #Sinopharm vaccine to protect himself, those he works with, and his clients. His vaccination also served as a cue to action among my subordinates and others who are now demanding it.;positive
1,38505E+18;"https://t.co/hyoCVXADLT
They’re back!!!! ?=???????? ? It doesn’t matter what your views are, I’m sure you can relate to this in some way. ?? #LaughterIsGoodForTheSoul #Covid19 #Vaccine #Lol #Comedy #Acting #Actor #Actress #ActorLife #Skit #Pzifer #Moderna #JohnsonAndJohnson";neutral
1,38194E+18;Has Kenya authorized #SputnikV? Good news! https://t.co/k8kfsy6J4C;neutral
1,37193E+18;"#Moderna trial ends 2023:
https://t.co/AU4mdHOOzo

#AstraZenica trial ends 2023:
https://t.co/gsZAExz4uW

#Pfizer trial ends 2023:
https://t.co/szsETuFtKm

- your personal life insurance is invalid
- holiday insurance is invalid

...want some more cheese, lab rat?";neutral
1,36002E+18;#Biden administration finalizes #deal for #200 #million #vaccine doses from #Pfizer, #Moderna https://t.co/kqxo70kOvZ;neutral
1,36575E+18;"Russian woman after mRNA #SputnikV is very sick and terrified.
https://t.co/a7FUA0u41U";negative
1,36533E+18;"Moderna launches clinical trials to test new vaccine designed to combat COVID-19 variants.

https://t.co/ApAyIPL6PO
#COVIDVaccine #Moderna #StaySafe";neutral
1,38264E+18;Yesterday, decided to test for antibodies, and I don’t have any ???? so looks like vax either didn’t work, or didn’t last. Test result (today) was 13.9 (anything above 15 is positive). Also, no more 3rd shots being offered. Oh well. #Sinopharm https://t.co/l6cgJDMTMb;negative
1,34063E+18;"As the #PfizerBioNTech vaccine is ""leaky"" or doesn't stop transmission and vaccinated people might shed more virus as a result, could a variant of COVID-19 that spreads be a result of this and lack of natural immunity from lockdowns?  https://t.co/HRq3RjxsQw";negative
1,37424E+18;Having slept for pretty much two days, after my #CovidVaccine.  I thought I’d re-sync my body clock, by staying up all night, with all 4 hours of #ZackSnydersJusticeLeague, but after seeing a trailer for #RiverHunters, I’ve just watched the entire first series! #OxfordAstraZeneca;neutral
1,36315E+18;"@paulie_paulie It was a British jab for British people :-)
#oxfordastrazeneca
(Okay its made in Belgium, but it says Oxford in the title dammit!!)";neutral
1,38123E+18;"I got my #secondvaccination yesterday &amp; I feel awful ? #vaccinated #CovidVaccine #Moderna https://t.co/VVsFMuxwih";negative
1,38232E+18;As a pregnant person who is getting the #Moderna  #CovidVaccine today, does anyone know if there are any official studies I can enter myself into? #COVID19 #Covid #coronavirus #CoronaVaccine @moderna_tx;neutral
1,37369E+18;Getting the #Moderna vax today! Worried about side effects but more excited to do my part to stop the damn spread. I had #COVID?19 in January and I do not recommend.;positive
1,38208E+18;#Moderna says new data shows its #Covid vaccine is more than 90% effective against virus six months after second shot https://t.co/Whtvs8gqlh. #;positive
1,36621E+18;"#Covaxin
My PM ??
https://t.co/c0aL5t38p3 https://t.co/ZTYJKsTSUR";neutral
1,37006E+18;"@AmmU_MaanU @poopoonga If I'm not mistaken, Phase 3 data of #Covaxin is out in public.

https://t.co/QNaLpvjdUX";neutral
1,36227E+18;"#HongKong fast tracks #China's #Sinovac #Vaccine approval https://t.co/QKYJVINNcs

#Pandemic";positive
1,37238E+18;"@ndtv Despite highest recovery rate than rest of world and Vaccines #Covishield #COVAXIN  invented and administerd on war footing with much fanfare, the situation is still
 alarming,means Vaccines are not efficacious to contain #coronavirus and it was all drama to pacify the outcry.";neutral
1,38121E+18;"#SputnikV #lockdown #aespa #cancelboardexam2021 #cryptocurrency #dogecoin #Ethereum #ElonMusk #Eurovision #ENHYPEN #FearlessTaylorsVersion #GrandNational #HeySayJUMP #HouseOfFameGR #JasminBhasin #KKRvsSRH
Horoscope of English:
https://t.co/pVp5NyxkE5

https://t.co/fVG1HUzdtB https://t.co/5cpuRG495v";neutral
1,36021E+18;Had my 2nd #moderna shot yesterday. I am off today and in anticipation of having possible negative side effects decided sending K to daycare was a good idea. DH has made me feel so guilty for being off and sending him. I don’t know that he means to but ugh. I’m going back to bed.;neutral
