7ff2dbbe25;All the cool people I want to find for following today are #English, and I guess the English don`t tweet.;neutral
5a254fbb98; no sir...i woulda put honey...but i don`t have any;neutral
417176c08e;who watched X-men origins: wolverine? i totally loved it! haha;positive
2bf5c7dba7; I VOTED!!! do u have a personal myspace? i keep talking to fakes   i <3 you. u helped me thru the hrdest time of my life! (: x;positive
8407ac30b0; I`m sad that I missed you guys last night!;negative
6ed347b1a5;Finally got a call for marriage counseling 3 days late....;neutral
97625460cf; ok then;neutral
32e4ffe225;_420 why baby?;neutral
24ee55f264;today was the last day of high school for me and i ended up going home sick! ... stupid dead rats;negative
82b75647fd;We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in;neutral
a0a306868a;lost my tooth 2day whilst i was eating gum...oww;negative
9b11b686ec;happy 1 year! <3;positive
7e7bc11e45;Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol;positive
28dbada620; *phew*  Will make a note in case anyone else runs into the same issue�;neutral
3e880ec28d;  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!;negative
38271074d1;I`m starving!! This diet is killing me but I can`t eat after 8pm;negative
ef12a3d183; i talk to you;neutral
f0db54f5bf;im soo bored...im deffo missing my music channels;negative
e651d415c6; nite nite bday girl  have fun at concert;positive
931a866d3f;Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now;neutral
7a718b23ef;_Sanderson What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!;neutral
a6fccce9db;should be sleeping.  lost my voice a couple day ago.;negative
c017d0c221;http://twitpic.com/66xlm -  hate when my PARKED car gets hit;negative
287755c5dd; I`ve heard this fall. I`m waiting too!;neutral
58c435d2cf; more nightmares?  *huggles*;neutral
e6ee6826df;I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy.;negative
01b2476dd7;going to bed its late and I have headache;negative
e02cf4af4c;happy mother`s day to all moms out there...;positive
2dc0dc0d5d;Grabbing coffee from  then making mom breakfast;neutral
1b13ed8b4b;im thinking that im going to have fun tonight....and maybe some changes are coming;positive
b6b35af246; thanks. before the major chop.;neutral
375e74d063; Haha I know, I cant handle the fame!  and thank you!;positive
4700be3234;just got up and updated my ipod;neutral
e5c6a6bb5a; yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!;positive
4f84bea1cc; We never miss ICarly - my son has a huge crush on Miranda;positive
4c73ad2888;Saw James carville in the store today. His head is really that bald;neutral
2dcd8766a8;yellow for   ? http://blip.fm/~5z05g;neutral
234093bef1; which means you`re just going to have to come back to vancouver and have it our way! hahah;neutral
ca832cad51;Feeling smooth like chrome;positive
a8734230b6;Ew traffic;negative
0b5c2a7d7c;downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol;neutral
e70d294d95;@_Ra_Ra_ your not alone...i need coffee too.;neutral
f84b89a828; Sounds like me;neutral
ee37bea884;Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...;neutral
242d92151a;Walking to class. I hate not having a bike....especially mine.;negative
f3a77c2b5e;_nesmith;neutral
1d6411e9dd;failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.;negative
151c10cc39;JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,;positive
7b1927e748;happy mother`s day to all the mothers in the world.;positive
9a6f4d05d5;35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc;positive
0cb4504f2c;Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!;positive
ae21c1ac38;The exception for a short dude: Larenz fineass Tate yum;neutral
8f3e73cf09;Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.;positive
c7489a23fa;If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.;positive
148ac38bea; Yes i work 6 to 3...;neutral
